id,city_id,registered_at,first_name,last_name,farm_size
1540,12058,10/23/2016,Olivier,Delannoy,209
1541,19058,10/23/2016,Alix,Levy,71
1542,29347,10/23/2016,Hugues,Barbier,149
1543,34746,10/23/2016,Agathe,Charpentier,198
1544,2538,10/24/2016,Véronique,Guillaume,101
1545,9829,10/24/2016,Mathilde,Guillon,112
1546,30884,10/24/2016,Gabriel,Weber,102
1547,33930,10/24/2016,Martin,Marques,96
1548,5079,10/25/2016,Alfred,Joly,100
1549,11224,10/25/2016,Caroline,Chevallier,118
1550,27844,10/25/2016,Joseph,Vincent,150
1551,27953,10/25/2016,Corinne,Delannoy,110
1552,28875,10/25/2016,Hélène,Da Silva,91
1553,3494,10/26/2016,Jeanne,Raymond,189
1554,5026,10/26/2016,Sabine,Devaux,166
1555,17819,10/26/2016,Simone,Durand,54
1556,28082,10/26/2016,Grégoire,Begue,216
1557,32953,10/26/2016,Monique,Paris,51
1558,1207,10/27/2016,Victor,Delattre,197
1559,10350,10/27/2016,Jean,Deschamps,158
1560,13232,10/27/2016,Sébastien,De Sousa,197
1561,13677,10/27/2016,Thibaut,Pelletier,51
1562,31508,10/27/2016,Paul,Bruneau,147
1563,34525,10/27/2016,Gilbert,Berger,59
1564,9239,10/28/2016,Timothée,De Sousa,186
1565,13934,10/28/2016,Arnaude,Costa,66
1566,14246,10/28/2016,Robert,Leconte,127
1567,30955,10/28/2016,Aurélie,Brunet,210
1568,31006,10/28/2016,Thibault,Marie,118
1569,1958,10/29/2016,Margot,Chauveau,120
1570,19294,10/29/2016,Marine,Klein,120
1571,6444,10/30/2016,Sébastien,Payet,92
1572,17866,10/30/2016,Timothée,Laporte,220
1573,21712,10/30/2016,Susanne,Ramos,218
1574,23027,10/30/2016,Martine,Lebreton,166
1575,23372,10/30/2016,Josette,Lejeune,106
1576,25501,10/30/2016,Paul,Henry,219
1577,25746,10/30/2016,Georges,Leduc,86
1578,26270,10/30/2016,Julien,Jourdan,92
1579,26279,10/30/2016,François,Charles,70
1580,5154,10/31/2016,Théodore,Charpentier,87
1581,8327,10/31/2016,Alain,Le Gall,165
1582,11656,10/31/2016,Édouard,Guillou,125
1583,14118,10/31/2016,Gilles,Berthelot,154
1584,18796,10/31/2016,Timothée,Gregoire,139
1585,35645,10/31/2016,Anaïs,Blanchard,89
1586,14539,11/01/2016,Andrée,Gillet,74
1587,16343,11/01/2016,Thomas,Pascal,220
1588,18332,11/01/2016,Nicolas,Gaillard,143
1589,21630,11/01/2016,Paul,Alves,73
1590,29483,11/01/2016,Jeannine,Lecoq,172
1591,33117,11/01/2016,Josette,Ruiz,141
1592,33859,11/01/2016,Océane,Perrier,61
1593,4651,11/02/2016,Catherine,Marty,104
1594,5903,11/02/2016,Emmanuel,Bourdon,104
1595,6279,11/02/2016,Geneviève,Aubry,198
1596,21143,11/02/2016,Cécile,Pichon,114
1597,30433,11/02/2016,Océane,Leveque,142
1598,31173,11/02/2016,Adélaïde,Descamps,176
1599,32343,11/02/2016,Victoire,Leclercq,223
1600,2517,11/03/2016,Madeleine,Jourdan,59
1601,10695,11/03/2016,Gilles,Langlois,141
1602,28616,11/03/2016,Gilles,Duval,201
1603,31282,11/03/2016,Juliette,Brunel,166
1604,8146,11/04/2016,Sabine,Collin,78
1605,14158,11/04/2016,Thibaut,Masson,106
1606,15706,11/04/2016,Margaud,Paul,109
1607,19406,11/04/2016,Inès,Cordier,59
1608,23371,11/04/2016,Yves,Leduc,167
1609,26660,11/04/2016,Bernadette,Delaunay,109
1610,27361,11/04/2016,Frédérique,Becker,124
1611,30775,11/04/2016,Stéphane,Besnard,153
1612,14660,11/05/2016,Édouard,Valentin,147
1613,21337,11/05/2016,Colette,Michaud,163
1614,34307,11/05/2016,Marc,Nguyen,156
1615,6941,11/06/2016,Zacharie,Antoine,76
1616,13079,11/06/2016,Sébastien,Marin,220
1617,13904,11/06/2016,Amélie,Martin,168
1618,14203,11/06/2016,Isaac,Verdier,180
1619,14867,11/06/2016,Thibaut,Colin,199
1620,24432,11/06/2016,Gabriel,Blot,124
1621,28851,11/06/2016,Augustin,Riviere,64
1622,34670,11/06/2016,Astrid,Barre,113
1623,13392,11/07/2016,Camille,Pires,188
1624,18524,11/07/2016,Gilbert,Duhamel,74
1625,30719,11/07/2016,Christophe,Fernandez,69
1626,33258,11/07/2016,Zoé,Foucher,186
1627,405,11/08/2016,Thierry,Renard,225
1628,10067,11/08/2016,Frédéric,Mahe,123
1629,16134,11/08/2016,Célina,Muller,89
1630,20831,11/08/2016,Joseph,Besson,194
1631,22891,11/08/2016,Chantal,Rolland,121
1632,26046,11/08/2016,Suzanne,Thierry,179
1633,6211,11/09/2016,Guy,Rossi,82
1634,18947,11/09/2016,Georges,Perrier,184
1635,30658,11/09/2016,Honoré,Dupuis,101
1636,1110,11/10/2016,Michel,Delaunay,100
1637,1322,11/10/2016,Aimée,Paul,77
1638,3986,11/10/2016,Claire,Brunel,125
1639,7696,11/10/2016,Océane,Maillet,212
1640,15703,11/10/2016,Julien,Gregoire,174
1641,15977,11/10/2016,Augustin,Andre,188
1642,25287,11/10/2016,Émilie,Costa,194
1643,30082,11/10/2016,Édouard,Merle,137
1644,4555,11/11/2016,Timothée,Renaud,191
1645,5420,11/11/2016,Suzanne,Girard,213
1646,17183,11/11/2016,Paul,Mahe,194
1647,21894,11/11/2016,Lucas,Barthelemy,56
1648,29249,11/11/2016,Gérard,Gimenez,142
1649,34421,11/11/2016,Jacqueline,Besson,159
1650,2757,11/12/2016,Adrien,Wagner,193
1651,4156,11/12/2016,Antoine,Thierry,95
1652,8600,11/12/2016,Mathilde,Rousseau,118
1653,18664,11/12/2016,Margaret,Grondin,84
1654,21913,11/12/2016,Monique,Guyot,204
1655,32594,11/12/2016,François,Chauvin,209
1656,32904,11/12/2016,Martine,Meunier,187
1657,34796,11/12/2016,Antoinette,Dumas,185
1658,15753,11/13/2016,Marguerite,Arnaud,209
1659,17410,11/13/2016,Augustin,Labbe,137
1660,20810,11/13/2016,Alexandre,Bonnin,144
1661,25415,11/13/2016,Colette,Collin,164
1662,26636,11/13/2016,Mathilde,Lenoir,102
1663,33588,11/13/2016,Maggie,Clement,152
1664,501,11/14/2016,Alphonse,Colin,158
1665,4001,11/14/2016,Dorothée,Lefevre,120
1666,5696,11/14/2016,Aurélie,Brunet,62
1667,6078,11/14/2016,Étienne,Joseph,205
1668,11794,11/14/2016,Olivier,Remy,118
1669,19604,11/14/2016,Catherine,Cohen,91
1670,22470,11/14/2016,Stéphane,Renault,134
1671,28032,11/14/2016,Michelle,Chartier,170
1672,32311,11/14/2016,David,Laporte,166
1673,1569,11/15/2016,Stéphane,Raynaud,212
1674,15648,11/15/2016,Denis,Boutin,203
1675,20035,11/15/2016,Lucy,Guibert,211
1676,661,11/16/2016,Thomas,Barre,89
1677,4111,11/16/2016,Julie,Barbe,139
1678,5321,11/16/2016,Anastasie,Marchand,176
1679,6674,11/16/2016,Marc,Tessier,187
1680,23789,11/16/2016,Nicolas,Bernier,195
1681,32,11/17/2016,Léon,Hamel,116
1682,1907,11/17/2016,Guillaume,Lemaitre,162
1683,2720,11/17/2016,Margaud,Michaud,71
1684,7217,11/17/2016,Grégoire,Maury,62
1685,12937,11/17/2016,Guillaume,Marechal,224
1686,13775,11/17/2016,Arnaude,Didier,173
1687,14314,11/17/2016,Luce,Boulanger,210
1688,14749,11/17/2016,Paul,Diaz,98
1689,17722,11/17/2016,Alex,Dijoux,91
1690,18385,11/17/2016,Olivier,Baron,75
1691,19402,11/17/2016,Jérôme,Guerin,168
1692,23409,11/17/2016,Jules,Launay,114
1693,31149,11/17/2016,Jean,Dos Santos,128
1694,31907,11/17/2016,Constance,Alexandre,178
1695,363,11/18/2016,Jacques,Pascal,196
1696,10374,11/18/2016,Anouk,Guerin,150
1697,23803,11/18/2016,Jean,Lejeune,221
1698,35384,11/18/2016,Thierry,Monnier,78
1699,1196,11/19/2016,Simone,Letellier,220
1700,8779,11/19/2016,Patricia,Blanc,57
1701,13141,11/19/2016,Luce,Le Roux,171
1702,20843,11/19/2016,Eugène,Barre,177
1703,32598,11/19/2016,Louis,Bonnet,89
1704,4158,11/20/2016,Patricia,Pichon,225
1705,7137,11/20/2016,Suzanne,Duval,212
1706,9074,11/20/2016,Georges,Gosselin,66
1707,16821,11/20/2016,Renée,Faure,87
1708,21692,11/20/2016,Olivie,Guibert,110
1709,24406,11/20/2016,Chantal,Lecomte,76
1710,28763,11/20/2016,Maurice,Grondin,172
1711,29992,11/20/2016,Dominique,Pruvost,223
1712,31828,11/20/2016,Inès,Jacob,89
1713,34360,11/20/2016,Benoît,Parent,195
1714,5398,11/21/2016,Luce,Grenier,78
1715,9757,11/21/2016,Michelle,Bourgeois,193
1716,14713,11/21/2016,Thibaut,Charles,52
1717,21467,11/21/2016,Christophe,Begue,185
1718,28493,11/21/2016,Élise,Delannoy,160
1719,30682,11/21/2016,Océane,Martin,121
1720,4826,11/22/2016,Benjamin,Georges,50
1721,32897,11/22/2016,Colette,Robin,188
1722,6284,11/23/2016,Emmanuel,Leduc,71
1723,8562,11/23/2016,Corinne,Rocher,146
1724,11649,11/23/2016,Claudine,Jacques,130
1725,19877,11/23/2016,Henri,Pages,145
1726,25869,11/23/2016,Stéphane,Besnard,102
1727,32712,11/23/2016,Luce,Marion,61
1728,12715,11/24/2016,Thomas,Lecoq,147
1729,13502,11/24/2016,Arthur,Wagner,81
1730,26300,11/24/2016,Philippine,Fernandez,132
1731,32865,11/24/2016,Margot,Daniel,113
1732,33680,11/24/2016,Roland,Fontaine,104
1733,34576,11/24/2016,Auguste,Marchand,136
1734,5127,11/25/2016,Noël,Pons,172
1735,19363,11/25/2016,Agathe,Le Gall,101
1736,31875,11/25/2016,Laetitia,Chevalier,139
1737,34043,11/25/2016,Patricia,Allard,84
1738,9464,11/26/2016,Gilbert,Delannoy,118
1739,10344,11/26/2016,Thibault,Humbert,63
1740,11766,11/26/2016,Cécile,Descamps,102
1741,20078,11/26/2016,Alix,Lamy,191
1742,10640,11/27/2016,Émile,Barthelemy,81
1743,17460,11/27/2016,Jacqueline,Besnard,220
1744,20897,11/27/2016,Manon,Bertrand,104
1745,31571,11/27/2016,Marcel,Fernandes,175
1746,34295,11/27/2016,Christelle,Torres,79
1747,101,11/28/2016,Frédéric,Etienne,148
1748,808,11/28/2016,Augustin,Laurent,154
1749,7834,11/28/2016,Juliette,Pereira,168
1750,16265,11/28/2016,Matthieu,Merle,196
1751,25768,11/28/2016,Anouk,Ledoux,103
1752,33304,11/28/2016,Gabrielle,Aubert,182
1753,675,11/29/2016,Laetitia,Ruiz,197
1754,4270,11/29/2016,Suzanne,Lambert,169
1755,18917,11/29/2016,Isabelle,Lemaitre,179
1756,25807,11/29/2016,Franck,Barbier,218
1757,31732,11/29/2016,Mathilde,Goncalves,87
1758,4417,11/30/2016,Jean,Peltier,145
1759,4626,11/30/2016,Laurent,Ribeiro,216
1760,14484,11/30/2016,Maurice,Vincent,128
1761,17114,11/30/2016,Alain,Couturier,103
1762,20227,11/30/2016,David,Torres,95
1763,22994,11/30/2016,Arthur,Carre,167
1764,28100,11/30/2016,Étienne,Mendes,110
1765,3065,12/01/2016,Valérie,Rodriguez,205
1766,9762,12/01/2016,Valentine,Gosselin,95
1767,10433,12/01/2016,Louis,Legrand,196
1768,10978,12/01/2016,Nath,Barbier,69
1769,28420,12/01/2016,Luce,Fleury,159
1770,19459,12/02/2016,Thibaut,Roy,121
1771,22309,12/02/2016,Julie,Vallee,161
1772,22519,12/02/2016,Théodore,Hebert,94
1773,24531,12/02/2016,Philippe,Maillard,93
1774,25115,12/02/2016,Denise,Fournier,157
1775,29004,12/02/2016,Camille,Texier,128
1776,32683,12/02/2016,Luc,Muller,174
1777,34163,12/02/2016,Franck,Carlier,77
1778,3668,12/03/2016,Tristan,Lombard,150
1779,5841,12/03/2016,Margot,Pascal,72
1780,16959,12/03/2016,Emmanuel,Tanguy,64
1781,21993,12/03/2016,Gabrielle,Delmas,190
1782,24512,12/04/2016,Xavier,Loiseau,220
1783,34551,12/04/2016,Auguste,Vincent,61
1784,4759,12/05/2016,Alain,Meunier,79
1785,9971,12/05/2016,Henri,Lemaitre,198
1786,17210,12/05/2016,Monique,Camus,93
1787,20469,12/05/2016,Juliette,Ferrand,132
1788,22198,12/05/2016,Claude,Thibault,115
1789,5083,12/06/2016,Robert,Dijoux,144
1790,17617,12/06/2016,Richard,Dumont,185
1791,28520,12/06/2016,Benoît,Texier,66
1792,28628,12/06/2016,Josette,Rousset,156
1793,31049,12/06/2016,Grégoire,Raymond,171
1794,157,12/07/2016,Alex,Simon,110
1795,1273,12/07/2016,Élise,Mace,98
1796,11415,12/07/2016,Bernard,Brun,90
1797,12953,12/07/2016,Marthe,Marie,169
1798,16531,12/07/2016,Émilie,Leroy,158
1799,19795,12/07/2016,Luc,Boulay,170
1800,1302,12/08/2016,Hugues,Roche,160
1801,3751,12/08/2016,Victoire,Bruneau,182
1802,9450,12/08/2016,Nicole,Riviere,224
1803,35778,12/08/2016,Caroline,Charpentier,164
1804,2109,12/09/2016,Lucas,Fouquet,196
1805,10863,12/09/2016,Julien,Berthelot,209
1806,11049,12/09/2016,Adrien,Garcia,154
1807,13378,12/09/2016,Roger,Noel,203
1808,15207,12/09/2016,Virginie,Martin,152
1809,18453,12/09/2016,Françoise,Foucher,142
1810,34862,12/09/2016,Luc,Bertrand,132
1811,2363,12/10/2016,Alfred,Chartier,221
1812,8255,12/10/2016,Grégoire,Bonnet,178
1813,10868,12/10/2016,Michelle,Lopes,174
1814,12135,12/10/2016,Olivier,Roy,88
1815,19057,12/10/2016,Édith,Roger,166
1816,19058,12/10/2016,Dominique,Navarro,173
1817,20824,12/10/2016,Auguste,Albert,136
1818,28545,12/10/2016,Hortense,Bonnin,54
1819,1263,12/11/2016,Odette,Marchand,221
1820,5433,12/11/2016,Lorraine,Guerin,193
1821,12182,12/11/2016,Benoît,Bonnet,132
1822,29395,12/11/2016,François,Gay,73
1823,34269,12/11/2016,Gabrielle,Seguin,178
1824,34524,12/11/2016,Adrienne,Vaillant,115
1825,1149,12/12/2016,Pierre,Ribeiro,96
1826,1716,12/12/2016,Christiane,Roy,197
1827,2323,12/12/2016,Laure,Faivre,178
1828,3600,12/12/2016,Alex,Picard,169
1829,4396,12/12/2016,Antoine,Le Gall,212
1830,7895,12/12/2016,Thibault,Lefevre,212
1831,11380,12/12/2016,Marthe,Dubois,108
1832,11903,12/12/2016,Frédérique,Lefort,217
1833,12866,12/12/2016,Alphonse,Delaunay,119
1834,17267,12/12/2016,Alfred,Teixeira,138
1835,27206,12/12/2016,Hélène,Pinto,215
1836,1138,12/13/2016,Henri,Lopez,67
1837,1407,12/13/2016,Colette,Cohen,215
1838,2203,12/13/2016,Zacharie,Thierry,63
1839,18882,12/13/2016,Patrick,Hoareau,63
1840,19813,12/13/2016,Marine,Lucas,110
1841,28611,12/13/2016,Gabriel,Bonnet,218
1842,30963,12/13/2016,Guy,Cordier,71
1843,3001,12/14/2016,Olivie,De Oliveira,167
1844,13917,12/14/2016,Bernadette,Gallet,159
1845,22423,12/14/2016,Maurice,Gallet,84
1846,25643,12/14/2016,Élise,Hubert,108
1847,31045,12/14/2016,Gabriel,Fontaine,194
1848,35296,12/14/2016,Inès,Antoine,125
1849,8175,12/15/2016,Léon,Delahaye,187
1850,18740,12/15/2016,Claude,Klein,107
1851,25360,12/15/2016,Patrick,Peron,65
1852,26556,12/15/2016,Emmanuelle,Poirier,107
1853,34336,12/15/2016,Noël,Coste,101
1854,10151,12/16/2016,Thomas,Leconte,180
1855,11311,12/16/2016,Guy,Briand,87
1856,22851,12/16/2016,Manon,Besnard,69
1857,31862,12/16/2016,Thierry,Bouchet,58
1858,4822,12/17/2016,Roger,Pruvost,119
1859,5045,12/17/2016,Isabelle,Mallet,90
1860,6962,12/17/2016,Élise,Blondel,85
1861,12574,12/17/2016,Alfred,Gauthier,61
1862,17640,12/17/2016,Noémi,Moreno,132
1863,17716,12/17/2016,Grégoire,Rossi,88
1864,19097,12/17/2016,Vincent,Benoit,162
1865,23379,12/17/2016,Élodie,Lacombe,98
1866,29323,12/17/2016,Danielle,Laroche,164
1867,30093,12/17/2016,François,Marion,54
1868,34535,12/17/2016,Tristan,Gonzalez,126
1869,9093,12/18/2016,Paulette,Dupre,82
1870,13450,12/18/2016,Franck,Lecoq,115
1871,19593,12/18/2016,Noémi,Rolland,205
1872,22136,12/18/2016,Patrick,Ledoux,204
1873,24048,12/18/2016,Jacques,David,216
1874,30738,12/18/2016,Richard,Dubois,85
1875,10557,12/19/2016,Nicole,Morin,109
1876,26967,12/19/2016,Timothée,Lacombe,127
1877,5837,12/20/2016,Théodore,Charles,206
1878,8380,12/20/2016,Émile,Clerc,202
1879,26354,12/20/2016,Caroline,Wagner,175
1880,27524,12/20/2016,Marc,Blanchet,81
1881,29797,12/20/2016,Susan,Roy,150
1882,34942,12/20/2016,Dominique,Ribeiro,220
1883,3275,12/21/2016,Éric,Martin,85
1884,5076,12/21/2016,Maurice,Richard,116
1885,16806,12/21/2016,Alice,Deschamps,144
1886,21546,12/21/2016,Geneviève,Bonnin,178
1887,32280,12/21/2016,Noémi,Da Silva,127
1888,5893,12/22/2016,Audrey,Guibert,91
1889,16704,12/22/2016,Franck,Besnard,82
1890,28309,12/22/2016,Arthur,Pascal,95
1891,33224,12/22/2016,Christiane,Raymond,115
1892,6418,12/23/2016,Alexandria,Turpin,107
1893,11210,12/23/2016,Dorothée,Thibault,174
1894,12400,12/23/2016,Lorraine,Moulin,59
1895,14785,12/23/2016,Roland,Toussaint,111
1896,34381,12/23/2016,Adrien,Laurent,107
1897,8307,12/24/2016,Isaac,Poulain,121
1898,23788,12/24/2016,Isabelle,Muller,71
1899,25149,12/24/2016,Thérèse,Remy,123
1900,35201,12/24/2016,Isabelle,Dumas,198
1901,2672,12/25/2016,Jules,Leleu,76
1902,12821,12/25/2016,Jérôme,Normand,193
1903,19262,12/25/2016,Olivier,Pages,119
1904,19274,12/25/2016,Agnès,Petitjean,195
1905,24485,12/25/2016,Alexandrie,Marty,103
1906,25210,12/25/2016,Théophile,Roussel,64
1907,32133,12/25/2016,Denise,Tanguy,82
1908,34158,12/25/2016,Élodie,Lelievre,192
1909,35125,12/25/2016,Martin,Lemoine,187
1910,9438,12/26/2016,Dorothée,Lebreton,186
1911,15703,12/26/2016,Thibaut,Mace,152
1912,3475,12/27/2016,Patrick,Marty,139
1913,13393,12/27/2016,Paul,Marchal,113
1914,20490,12/27/2016,Thomas,Richard,196
1915,21540,12/27/2016,Valérie,Fontaine,72
1916,33038,12/27/2016,Michelle,Aubry,97
1917,34871,12/27/2016,Tristan,Delattre,130
1918,1137,12/28/2016,Frédéric,Gaudin,91
1919,19825,12/28/2016,Yves,Morel,159
1920,25663,12/28/2016,Dominique,Girard,163
1921,138,12/29/2016,René,Faure,175
1922,2406,12/29/2016,Océane,Gay,162
1923,5794,12/29/2016,Grégoire,Adam,115
1924,6926,12/29/2016,Emmanuelle,Jacques,62
1925,8764,12/29/2016,Hugues,Perrier,56
1926,15534,12/29/2016,Maggie,Bruneau,170
1927,33144,12/29/2016,Anaïs,Vallee,164
1928,5285,12/30/2016,Michelle,Leduc,151
1929,8901,12/30/2016,Louise,Lagarde,172
1930,9164,12/30/2016,Élodie,Ollivier,187
1931,12650,12/30/2016,Marc,Delmas,167
1932,12800,12/30/2016,Lorraine,Rocher,220
1933,15610,12/30/2016,Véronique,Jacquot,89
1934,26528,12/30/2016,Émile,Barbier,67
1935,313,12/31/2016,Renée,Guerin,112
1936,15681,12/31/2016,Louis,Dos Santos,77
1937,31436,12/31/2016,Louise,Regnier,153
1938,31811,12/31/2016,Anaïs,Lecoq,218
1939,35279,12/31/2016,Hugues,Peron,192
1940,907,01/01/2017,Grégoire,Alexandre,66
1941,10989,01/01/2017,Arnaude,Thibault,142
1942,15393,01/01/2017,Anouk,Bigot,216
1943,17048,01/01/2017,Philippe,Da Costa,177
1944,17755,01/01/2017,Jean,Thierry,52
1945,23759,01/01/2017,Claude,Marie,108
1946,1150,01/02/2017,Alphonse,Leroy,92
1947,6133,01/02/2017,Valentine,Chauveau,173
1948,10743,01/02/2017,Arthur,Carre,197
1949,12546,01/02/2017,Antoinette,Dias,62
1950,15282,01/02/2017,Nathalie,Joubert,98
1951,17117,01/02/2017,Sébastien,Barbier,167
1952,6353,01/03/2017,Raymond,Faivre,172
1953,7026,01/03/2017,Grégoire,Humbert,192
1954,13916,01/03/2017,Henri,Gonzalez,86
1955,14224,01/03/2017,Benjamin,Ferrand,146
1956,16768,01/03/2017,Yves,Lopes,51
1957,29712,01/03/2017,Anouk,Gerard,175
1958,32139,01/03/2017,Pauline,Nguyen,116
1959,35219,01/03/2017,Emmanuel,Tanguy,100
1960,9299,01/04/2017,Jules,Lacombe,113
1961,22737,01/04/2017,Antoinette,Dupont,217
1962,23039,01/04/2017,Stéphane,Pages,211
1963,24605,01/04/2017,Robert,Rousseau,129
1964,25845,01/04/2017,Théophile,Lebrun,201
1965,27242,01/04/2017,Théophile,Martins,152
1966,7304,01/05/2017,Clémence,Grondin,102
1967,7943,01/05/2017,Charles,Courtois,202
1968,8608,01/05/2017,Marcel,Marty,128
1969,10696,01/05/2017,Rémy,Mary,103
1970,11277,01/05/2017,Agnès,Perez,200
1971,11936,01/05/2017,Amélie,Giraud,167
1972,12914,01/05/2017,Jérôme,Mahe,133
1973,4453,01/06/2017,Bertrand,Bourgeois,108
1974,10700,01/06/2017,Thibault,Dufour,222
1975,12432,01/06/2017,Bernard,Courtois,166
1976,30122,01/06/2017,Margot,Dijoux,120
1977,33471,01/06/2017,Sabine,Fernandes,54
1978,35169,01/06/2017,Sabine,Lagarde,96
1979,11920,01/07/2017,Éric,Lacombe,85
1980,17117,01/07/2017,Stéphane,Ruiz,180
1981,19673,01/07/2017,Jules,Chauveau,119
1982,20637,01/07/2017,Marc,Mercier,96
1983,26694,01/07/2017,Matthieu,Pinto,141
1984,28008,01/07/2017,Suzanne,Diallo,145
1985,30281,01/07/2017,Virginie,Blin,215
1986,31221,01/07/2017,Isaac,Gomez,162
1987,10279,01/08/2017,Frédéric,Vasseur,136
1988,16080,01/08/2017,Daniel,Renard,161
1989,33850,01/08/2017,Dominique,Roger,151
1990,4257,01/09/2017,Gabrielle,Peron,96
1991,4279,01/09/2017,Cécile,Colin,225
1992,14226,01/09/2017,Margaux,Maillard,148
1993,19264,01/09/2017,Denis,Raymond,122
1994,25975,01/09/2017,Raymond,Jacquot,62
1995,8168,01/10/2017,Inès,Peron,58
1996,9822,01/10/2017,Aimée,Barbier,62
1997,12146,01/10/2017,Laurent,Lemaitre,147
1998,23662,01/10/2017,Emmanuelle,Mathieu,85
1999,30655,01/10/2017,Arnaude,Bruneau,75
2000,9776,01/11/2017,Simone,Briand,140
2001,10899,01/11/2017,Luce,Gillet,210
2002,11177,01/11/2017,Alix,Guerin,220
2003,17775,01/11/2017,Stéphane,Ribeiro,129
2004,20425,01/11/2017,Louis,Bernard,186
2005,28254,01/11/2017,Xavier,Boulanger,149
2006,29724,01/11/2017,Cécile,Marin,65
2007,18267,01/12/2017,Margot,Legrand,81
2008,19501,01/12/2017,Alfred,Couturier,82
2009,23269,01/12/2017,Marcelle,Briand,185
2010,35106,01/12/2017,François,Leger,61
2011,1075,01/13/2017,Antoine,Faivre,71
2012,4591,01/13/2017,Alfred,Tessier,100
2013,14954,01/13/2017,Anne,Duval,214
2014,20706,01/13/2017,Zacharie,Masson,173
2015,21438,01/13/2017,Christine,Herve,72
2016,23818,01/13/2017,Jacques,Coste,180
2017,25107,01/13/2017,Zacharie,Hamon,71
2018,27470,01/13/2017,Michel,Rocher,201
2019,34227,01/13/2017,Laetitia,Cordier,113
2020,2261,01/14/2017,Frédéric,Thierry,164
2021,35458,01/14/2017,Agnès,Arnaud,94
2022,3045,01/15/2017,Victoire,Laporte,92
2023,6552,01/15/2017,Vincent,Arnaud,216
2024,8316,01/15/2017,Charles,Gilbert,207
2025,27344,01/15/2017,Honoré,Sauvage,217
2026,1838,01/16/2017,Pénélope,Berthelot,149
2027,4727,01/16/2017,Margaret,Morin,212
2028,6762,01/16/2017,Julien,Mallet,213
2029,7377,01/16/2017,Corinne,Rey,121
2030,7861,01/16/2017,Margaret,Masson,209
2031,8172,01/16/2017,Joseph,Lecoq,58
2032,17932,01/16/2017,Roland,Bousquet,138
2033,4755,01/17/2017,Yves,Fleury,174
2034,9832,01/17/2017,Auguste,Perrot,86
2035,11572,01/17/2017,Capucine,Masson,152
2036,26724,01/17/2017,Luce,Peron,191
2037,31131,01/17/2017,Pierre,Verdier,212
2038,13519,01/18/2017,Maurice,Pons,61
2039,13545,01/18/2017,Frédérique,Gaillard,187
2040,28525,01/18/2017,Éric,Teixeira,80
2041,30054,01/18/2017,René,Alves,126
2042,30674,01/18/2017,Victoire,Pires,107
2043,2110,01/19/2017,Patrick,Lefevre,140
2044,9252,01/19/2017,Gilles,Laporte,60
2045,9845,01/19/2017,Emmanuelle,Thibault,118
2046,17764,01/19/2017,Constance,Chretien,178
2047,19026,01/19/2017,Dominique,De Oliveira,224
2048,22233,01/19/2017,Théophile,Gaillard,130
2049,23720,01/19/2017,Eugène,Gros,178
2050,31643,01/19/2017,Gérard,Gosselin,178
2051,620,01/20/2017,Maurice,Lambert,73
2052,5475,01/20/2017,Robert,Barre,114
2053,23938,01/20/2017,Margot,Guibert,133
2054,26341,01/20/2017,Léon,Gay,107
2055,32455,01/20/2017,Bernard,Evrard,144
2056,35365,01/20/2017,Lorraine,Schmitt,182
2057,12297,01/21/2017,Julien,Mallet,119
2058,15086,01/21/2017,Jérôme,Lemonnier,209
2059,15672,01/21/2017,Patrick,Bertrand,184
2060,18086,01/21/2017,Diane,Klein,224
2061,2657,01/22/2017,Gilbert,Fernandez,194
2062,5163,01/22/2017,Pénélope,Martinez,103
2063,8007,01/22/2017,Aimé,Boulanger,204
2064,8844,01/22/2017,Catherine,Chevalier,180
2065,9403,01/22/2017,Marine,Brunet,138
2066,18523,01/22/2017,Paul,Bourgeois,182
2067,20655,01/22/2017,Michèle,Bonneau,199
2068,21383,01/22/2017,Susanne,Lebrun,113
2069,31490,01/22/2017,Aurore,Gautier,71
2070,6858,01/23/2017,Lucy,Francois,105
2071,8394,01/23/2017,Constance,Muller,82
2072,10292,01/23/2017,Jeannine,Collet,73
2073,16288,01/23/2017,Paulette,Collet,169
2074,19493,01/23/2017,Daniel,Michel,189
2075,27684,01/23/2017,Bernadette,Delorme,147
2076,33349,01/23/2017,Yves,Laurent,81
2077,4095,01/24/2017,Susanne,Didier,185
2078,7989,01/24/2017,Hugues,Gomes,177
2079,11841,01/24/2017,William,Germain,76
2080,12991,01/24/2017,Honoré,Renaud,192
2081,21810,01/24/2017,Lucas,Gilles,62
2082,23589,01/24/2017,Valérie,Joubert,153
2083,27899,01/24/2017,Anastasie,Hardy,105
2084,30581,01/24/2017,Stéphane,Bailly,138
2085,32567,01/24/2017,Monique,Chevalier,118
2086,6769,01/25/2017,Gabrielle,Brunel,190
2087,6806,01/25/2017,Bertrand,Pelletier,88
2088,25370,01/25/2017,Eugène,Peltier,132
2089,26183,01/25/2017,Charles,Masse,155
2090,31784,01/25/2017,Martine,Vallee,221
2091,442,01/26/2017,Christine,Millet,224
2092,24952,01/26/2017,Robert,Ribeiro,221
2093,29113,01/26/2017,Thérèse,Muller,146
2094,33496,01/26/2017,Yves,De Sousa,203
2095,11975,01/27/2017,Corinne,Besson,65
2096,20447,01/27/2017,Édith,Da Silva,200
2097,24518,01/27/2017,Margaret,Perrot,190
2098,34542,01/27/2017,Roland,Bourdon,156
